,pl_name,pl_letter,hostname,ra,dec,glon,glat,pl_orbper,pl_orbsmax,pl_orbeccen,pl_eqt,pl_occdep,pl_insol,pl_dens,pl_trandep,pl_tranmid,sy_pmdec,sy_plx,sy_dist,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gmag,sy_gaiamag,sy_tmag,pl_controv_flag,st_metratio,st_spectype,sy_kepmag,st_rotp,cb_flag,pl_trandur,pl_rvamp,pl_radj,pl_rade,pl_ratror,pl_ratdor,sy_icmag,dkin_flag,pl_imppar,pl_bmassj,pl_bmasse,pl_bmassprov,st_teff,st_met,st_radv,st_vsin,st_lum,st_logg,st_age,st_mass,st_dens,st_rad,ttv_flag,ptv_flag,tran_flag,rv_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,pul_flag,sy_snum,sy_pnum,sy_mnum,sy_pm,sy_pmra
2907,Kepler-723 b,b,Kepler-723,284.8304434,44.6580932,74.78088,17.38113,4.08227507,0.0479,0.0,1016.0,,251.48,,1.88151,2455002.637529,-10.3924,0.7263755,1071.8,16.274,15.452,13.949,13.593,13.499,,15.147,14.972,14.888,13.511,13.595,12.522,8.772,15.725,15.201,14.6979,0,[Fe/H],,15.198,,0,3.23796,,1.088,12.19,0.1247,10.85161,,0,0.0101,,,Msini,5539.0,0.0,,,-0.172,4.51,4.57,0.92,1.45056,0.89,0,0,1,0,0,0,0,0,0,0,1,1,0,11.5206919,-4.97236
2908,Kepler-411 b,b,Kepler-411,287.6057027,49.5233937,80.24936,17.40063,3.005156,0.0375,0.146,1138.0,,191.27,10.3,0.069,2455135.3874,32.6033,6.47831,153.676,14.745,12.448,10.641,10.161,10.062,,12.163,11.884,11.744,9.92,9.952,9.88,9.269,13.041,12.2327,11.6052,0,[M/H],K2 V,12.231,10.4,0,1.9686,,0.214,2.401,0.0266,11.926,,0,0.574,0.08055,25.6,Mass,4974.0,0.11,-20.69,,-0.579,4.6,0.212,0.87,3.55299,0.82,1,0,1,1,0,0,0,0,0,0,2,4,0,35.2938724,13.516
2909,GJ 1265 b,b,GJ 1265,333.4324675,-17.6870623,39.07968,-52.51355,3.6511,0.026,0.04,,,,2.24,,,-306.305,97.5087,10.2525,15.373,14.01,8.955,8.422,8.115,,,,,,,,,,12.0807,10.8472,0,[Fe/H],M4.5 V,12.25,70.0,0,,9.89,0.234,2.63,,,10.57,0,,0.02328,7.4,Msini,3236.0,-0.04,-24.3,2.0,-2.439,5.09,,0.18,,0.19,0,0,0,1,0,0,0,0,0,0,1,1,0,909.990783,856.89
2910,TOI-1272 c,c,TOI-1272,199.1962036,49.8610591,112.54668,66.75298,8.689,0.0783,0.35,697.0,,,0.84,,2458885.34,4.65857,7.24003,137.572,12.846,11.758,10.218,9.793,9.701,,,,,9.632,9.698,9.613,8.634,,11.6,11.0244,0,[Fe/H],,,28.3,0,,9.4,0.499,5.59,,,,0,,0.08401,26.7,Msini,4985.0,0.17,,,-0.438,4.55,3.65,0.85,2.453,0.79,0,0,0,1,0,0,0,0,0,0,1,2,0,63.4715914,-63.3004
2911,Kepler-1656 c,c,Kepler-1656,284.4722473,39.911889,70.07924,15.86374,1919.0,3.053,0.527,,,,0.253,,2459461.0,17.5197,5.35115,185.875,11.9,11.64,10.046,9.715,9.64,14.8997,11.119,10.9729,11.3513,9.593,9.64,9.609,8.962,11.5842,11.0622,10.6114,0,[Fe/H],,11.105,,0,,6.35,1.25,14.0,,,,0,,0.4,126.4,Mass,5569.0,0.19,-39.29,2.8,-0.004,4.4,6.31,1.03,1.22864,1.1,0,0,0,1,0,0,0,0,0,0,1,2,0,20.6153452,10.8652
2912,TOI-1268 b,b,TOI-1268,198.3885831,62.3053799,118.49488,54.63193,8.1577094,0.0711,0.105,918.9,,90.6,0.71,0.8186,2458711.7477,-15.3181,9.09906,109.557,11.712,10.92,9.4,9.034,8.911,15.6091,10.658,10.4417,11.1362,8.886,8.941,8.846,8.878,11.458,10.692,10.1495,0,[Fe/H],K1-K2,,10.9,0,4.001,31.7,0.812,9.1,0.091,16.62,,0,0.423,0.30331,96.4,Mass,5300.0,0.36,-47.22,4.12,-0.288,4.55,0.245,0.96,1.31,0.92,0,0,1,1,0,0,0,0,0,0,1,1,0,68.7177569,-66.9887
2913,TOI-1259 A b,b,TOI-1259 A,282.1001665,79.2564761,110.88302,26.75585,3.477978,0.0407,0.0,963.0,,116.75,0.513,2.6759,2458686.700531,100.203,8.43809,118.106,13.151,12.079,10.226,9.715,9.619,16.0051,11.7687,11.5083,13.6358,9.535,9.605,9.536,9.568,13.1615,11.8104,11.1534,0,[Fe/H],,,,0,2.4754,72.0,1.022,11.456,0.14762,12.314,,0,0.065,0.441,140.16233,Mass,4775.0,-0.5,,,-0.59,4.61,4.8,0.74,2.92,0.71,0,0,1,1,0,0,0,0,0,0,2,1,0,100.3626174,-5.65807
2914,TOI-1442 b,b,TOI-1442,287.2921006,74.1742762,105.49873,24.83091,0.4090677,0.0071,,1072.0,,402.18,5.87,0.116,2458683.4523,462.813,24.263,41.1659,,15.39,10.925,10.332,10.089,,,,,,,,,,13.7652,12.4934,0,,,,,0,0.422,,0.104,1.17,,,,0,0.33,0.00537,1.71,M-R relationship,3330.0,,,,-1.977,4.92,,0.29,13.72583,0.31,0,0,1,0,0,0,0,0,0,0,1,1,0,470.0322408,82.0636
2915,TOI-2025 b,b,TOI-2025,282.7952558,82.2454143,114.232,26.86877,8.872078,0.092,0.41,1167.0,,130.34,3.9,0.665,2458690.2898,-4.52064,2.94753,335.985,12.477,11.599,10.38,10.071,10.01,,,,,9.995,10.037,9.973,9.06,,11.3637,10.9461,0,[Fe/H],,,13.2,0,3.617,396.0,1.117,12.52,0.0736,12.7,,0,0.29,4.4,1398.44499,Mass,5880.0,0.18,,6.0,0.42,4.17,1.7,1.32,0.49,1.56,0,0,1,1,0,0,0,0,0,0,1,1,0,5.3130123,2.7914
2916,Kepler-6 b,b,Kepler-6,296.8372475,48.2399695,81.6927,11.3594,3.2346996,0.04852,0.0,1460.0,0.00111,792.22,0.4,1.08141,2454954.486528,8.42918,1.67465,587.039,14.051,13.286,12.001,11.706,11.634,,13.253,13.094,,11.585,11.643,11.494,8.965,13.789,13.1714,12.6877,0,[Fe/H],,13.303,,0,3.59385,80.9,1.304,14.617,0.09424,7.503,,0,0.141,0.668,212.31044,Mass,5647.0,0.34,-49.14,3.0,0.189,4.24,1.3,1.21,0.77551,1.39,0,0,1,1,0,1,0,0,0,0,1,1,0,8.4838193,0.961309
2917,TOI-2567 b,b,TOI-2567,288.4656683,66.3479375,97.32585,22.50726,5.983944,0.0672,0.0,1352.0,,558.0,0.269,0.3537,2459007.78085,9.03643,1.95233,504.775,14.296,12.3,11.118,10.764,10.717,,,,,10.659,10.714,10.629,9.016,,12.2213,11.7489,0,[Fe/H],,,,0,5.4576,20.6,0.975,10.929,,8.64,,0,0.26,0.201,63.88351,Mass,5611.0,0.241,,,0.405,4.04,7.6,1.13,0.34,1.69,0,0,1,1,0,0,0,0,0,0,1,1,0,19.3174761,-17.0736
2918,CoRoT-27 b,b,CoRoT-27,278.4958319,5.5383811,35.89455,6.39649,3.57532,0.0476,0.065,1500.0,,,12.6,,2455748.684,-9.76556,0.96604,1010.28,17.117,15.774,13.571,13.17,12.985,,15.848,,,12.953,13.068,12.351,9.034,,15.3902,14.6258,0,[M/H],G2,,,0,2.77,1326.0,1.007,11.287,0.099,9.48,,0,0.54,10.39,3302.11,Mass,5900.0,-0.1,-4.09,4.0,-0.166,4.4,4.21,1.05,1.24,1.08,0,0,1,1,0,0,0,0,0,0,1,1,0,9.7710073,0.326224
2919,Kepler-1345 b,b,Kepler-1345,292.4779428,46.022821,78.29545,12.99564,44.6169557,0.2638,0.0,693.0,,68.47,2.58,0.02397,2454997.44482,-2.93022,0.709146,1355.02,14.326,13.775,12.802,12.575,12.563,,13.754,13.671,13.662,12.243,12.172,11.656,9.471,14.071,13.705,13.3496,0,[Fe/H],,13.791,,0,7.632,,0.211,2.36,0.01397,45.07,,0,0.0993,0.0194,6.17,M-R relationship,6449.0,0.04,,,0.693,4.18,2.24,1.32,0.87009,1.55,0,0,1,0,0,0,0,0,0,0,1,1,0,3.2738748,-1.46016
2920,kap And b,b,kap And,355.1025974,44.3338511,109.7662,-16.71457,,55.0,,1900.0,,,12.8,,,-20.1082,19.9751,50.0177,4.065,4.13791,4.624,4.595,4.571,,,,,4.282,4.079,4.4,4.377,,4.13478,4.2242,0,[M/H],B9 IV,,,0,,,1.1,12.3,,,,0,,13.616,4327.36,Mass,10900.0,-0.36,,,1.83,3.78,0.03,2.6,0.32158,2.31,0,0,0,0,0,0,0,0,1,0,1,1,0,83.3928097,80.9322
2921,ome Ser b,b,ome Ser,237.5732422,2.196304,10.53785,40.50112,277.02,1.1,0.106,,,,1.21,,,-48.0521,13.002,76.7556,6.237,5.21644,3.622,3.026,2.929,,,,,1.93,2.32,2.802,2.758,,4.92833,4.325,0,[Fe/H],G8 III,,,0,,31.8,1.2,13.5,,,,0,,1.7,540.3,Msini,4770.0,-0.24,-3.65,1.89,1.85,2.32,,2.17,,12.3,0,0,0,1,0,0,0,0,0,0,2,1,0,56.967186,30.5983
2922,MASCARA-4 b,b,MASCARA-4,147.5800667,-66.1139253,285.97627,-9.40158,2.82406,0.047,0.0,2100.0,,4913.69,1.07,0.897,2458505.817,-15.3977,5.8297,170.696,8.398,8.191,7.837,7.785,7.75,,,,,7.627,7.693,7.704,7.626,,8.17401,8.0552,0,[Fe/H],A7 V,,,0,3.96,,1.53,17.15,0.08,5.26,,0,0.34,3.1,985.273,Mass,7800.0,0.0,-18.31,45.66,1.087,4.1,0.8,1.75,0.355,1.92,0,0,1,1,0,0,0,0,0,0,2,1,0,16.5441448,6.05141
2923,NGTS-11 b,b,NGTS-11,23.5214497,-14.4191493,163.08688,-73.86688,35.45533,0.201,0.13,435.0,,33.16,0.78,0.981,2458390.7043,14.0474,5.22313,190.422,13.308,12.456,10.855,10.401,10.315,,12.127,11.864,,10.266,10.331,10.268,8.524,12.852,12.1895,11.6235,0,[Fe/H],K,,,0,3.59,21.2,0.817,9.158,0.101,54.6,,0,0.81,0.344,109.33352,Mass,5050.0,0.22,21.41,1.1,-0.395,4.5,3.9,0.86,2.109,0.83,0,0,1,1,0,0,0,0,0,0,1,1,0,17.9456049,11.1676
2924,NGTS-12 b,b,NGTS-12,176.2499418,-35.640563,288.04232,25.30286,7.532806,0.0757,0.0,1257.0,,416.0,0.223,,2458572.8549,7.1378,2.21177,446.442,12.974,12.382,10.992,10.692,10.588,,,,,10.555,10.597,10.574,8.911,,12.1279,11.6634,0,[Fe/H],G,,,0,5.85,21.3,1.048,11.747,0.0678,10.28,,0,0.2,0.208,66.10864,Mass,5690.0,-0.03,-12.6,0.5,0.338,4.04,9.4,1.02,0.359,1.59,0,0,1,1,0,0,0,0,0,0,1,1,0,19.749108,-18.4141
2925,tau Gem b,b,tau Gem,107.7847232,30.2449545,187.21879,17.19879,305.5,1.17,0.031,,,,20.3,,,-48.2803,8.87786,112.537,5.667,4.37799,2.377,1.821,1.681,,,,,-0.93,-0.332,1.583,1.517,,4.03996,3.3457,0,[Fe/H],K2 III,,,0,,350.2,1.08,12.1,,,,0,,20.6,6547.0,Msini,4388.0,0.14,22.02,1.0,2.519,1.96,1.22,2.3,,26.8,0,0,0,1,0,0,0,0,0,0,1,1,0,57.6443033,-31.4941
2926,GJ 273 b,b,GJ 273,111.852091,5.225807,212.34455,10.37353,18.6498,0.091101,0.1,,,1.06,4.61,,,-3694.0,263.26,5.921535,11.313,9.84,5.714,5.219,4.857,,,,,,,,,,,7.308,0,[Fe/H],M3.5,,99.0,0,,1.61,0.135,1.51,,,7.17,0,,0.00909,2.89,Msini,3382.0,0.09,18.41,,-2.056,4.91,,0.29,13.19438,0.29,0,0,0,1,0,0,0,0,0,0,1,2,0,3737.8706505,571.0
2927,GJ 163 c,c,GJ 163,62.3228353,-53.3711768,262.77663,-45.32001,25.63058,0.1254,0.099,,,,2.39,,,584.13,66.0714,15.1285,13.29,11.79,7.948,7.428,7.135,,,,,6.978,6.828,6.763,6.572,,10.6771,9.47061,0,[Fe/H],M,,,0,,2.75,0.223,2.5,,,9.31,0,,0.0214,6.8,Msini,3500.0,0.1,58.6,,-1.708,4.82,6.0,0.4,8.24778,0.41,0,0,0,1,0,0,0,0,0,0,1,3,0,1198.1722566,1046.14
2928,HD 153557 c,c,HD 153557,254.4706516,47.3678558,73.37904,38.46731,15.27017677,0.111312,0.511322,,,,1.17,,,272.18,55.7086,17.9412,8.81,7.83,6.005,5.557,5.458,,,,,,,,,,7.50548,6.9039,0,,K0,,,0,,6.128,0.387,4.33,,,,0,,0.05446,17.30766,Msini,4837.0,,-7.2,2.0,-0.562,4.59,,0.79,2.69168,0.75,0,0,0,1,0,0,0,0,0,0,1,3,0,308.7663785,-145.79
2929,HD 204313 b,b,HD 204313,322.0510568,-21.7274194,28.02639,-43.7286,2041.11538546,3.183074,0.099741,,,,3.98,,,-270.523,20.8943,47.7945,8.586,7.99,6.812,6.539,6.459,,,,,6.45,6.43,6.433,6.402,,7.83246,7.3914,0,[Fe/H],G5 V,,,0,,69.433,1.15,12.9,,,,0,,4.88801,1553.54852,Mass,5767.0,0.18,-9.74,2.4,0.1,4.37,3.38,1.03,1.01537,1.1,0,0,0,1,0,0,0,0,0,0,1,3,0,273.8814392,42.7592
2930,HD 43197 b,b,HD 43197,93.3993231,-29.8971929,236.81489,-20.73806,308.92072284,0.881867,0.741938,,,,0.338,,,16.6047,15.9938,62.4112,9.708,8.98,7.658,7.328,7.203,,,,,7.127,7.215,7.195,7.179,,8.77158,8.2808,0,[Fe/H],G8 V,,,0,,25.439,1.26,14.2,,,,0,,0.55388,176.03781,Msini,5508.0,0.4,72.51,2.18,-0.137,4.31,,0.96,1.11963,1.0,0,0,0,1,0,0,0,0,0,0,1,2,0,148.516155,147.585
2931,omi CrB b,b,omi CrB,230.0350768,29.6160222,46.20945,57.3337,187.83,0.83,0.191,,,,1.04,,,-42.8069,11.766,84.7883,7.399,5.5052,3.651,3.169,2.934,,,,,2.117,2.878,3.064,3.021,,5.22055,4.6169,0,[M/H],K0,,,0,,32.25,1.21,13.6,,,,0,,1.5,476.745,Msini,4749.0,-0.238,-53.7,2.3,1.709,2.65,7.827,2.13,,10.5,0,0,0,1,0,0,0,0,0,0,1,1,0,125.5716257,-118.05
2932,tau Boo b,b,tau Boo,206.8134593,17.4571647,358.93289,73.89072,3.3124568,0.049,0.011,,,,4.95,,2453104.828,64.6948,63.8638,15.6521,4.966,4.48635,3.617,3.546,3.507,,,,,2.407,2.744,3.34,3.29,,4.36617,4.0281,0,[M/H],F7 V,,4.0,0,,471.73,1.14,12.8,,,,0,,5.95,1891.0,Mass,6466.27,0.264,-16.4,14.98,0.505,4.25,2.0,1.32,0.64193,1.43,0,0,0,1,0,0,0,0,0,0,2,1,0,472.3602962,-467.909
2933,Kepler-1885 b,b,Kepler-1885,288.7507112,47.4909206,78.58747,15.92702,2.52255988,0.036,0.0,1205.0,,499.07,4.6,0.02102,2454964.64534,-4.75326,1.19317,818.482,15.796,14.851,13.526,13.191,13.109,,14.752,14.572,14.515,13.086,13.176,12.53,9.421,15.387,14.7999,14.2713,0,[Fe/H],,14.816,,0,1.406,,0.135,1.511,0.03,2.85,,0,1.2325,0.0091,2.89,M-R relationship,5591.0,0.07,,,-0.176,4.56,0.9,0.98,0.06929,0.86,0,0,1,0,0,0,0,0,0,0,1,1,0,5.7994153,-3.32261
2934,Kepler-1910 b,b,Kepler-1910,296.6171677,41.2811677,75.42404,8.15108,5.68876982,0.0536,0.0,645.0,,40.88,5.89,0.02415,2454964.6645,-3.45554,,,17.53,16.092,13.523,12.886,12.775,,15.566,15.019,14.695,12.605,12.644,12.639,9.054,16.825,15.5768,14.7553,0,[Fe/H],,15.561,,0,2.55,,0.106,1.184,0.01415,16.42,,0,0.39,0.0056,1.78,M-R relationship,4234.0,-0.02,,,-0.927,4.63,13.9,0.64,2.38088,0.64,0,0,1,0,0,0,0,0,0,0,1,1,0,4.1554771,-2.30808
2935,Kepler-1925 b,b,Kepler-1925,289.8287452,45.1026883,76.63047,14.2873,46.71640015,0.2588,0.0,531.0,,18.74,1.89,0.03455,2454978.4922,-17.2508,0.535578,1771.31,16.162,15.382,14.006,13.66,13.598,,15.173,15.019,14.955,13.569,13.601,12.616,9.101,15.699,15.1821,14.7033,0,[Fe/H],,15.223,,0,7.353,,0.268,3.002,0.01699,48.71,,0,0.159,0.0292,9.28,M-R relationship,5856.0,0.16,,,0.365,4.39,,1.06,0.97501,1.09,0,0,1,0,0,0,0,0,0,0,1,1,0,17.8610989,-4.62912
2936,Kepler-1938 b,b,Kepler-1938,299.351892,41.1957285,76.38584,6.32746,13.06260014,0.0938,0.0,527.0,,18.25,3.6,0.04643,2454977.18426,-1.80863,2.34594,421.152,16.993,15.246,13.221,12.587,12.494,,14.853,14.451,14.268,12.308,12.409,11.458,8.89,15.898,14.8554,14.1468,0,[Fe/H],,14.885,,0,3.244,,0.163,1.828,0.01905,31.11,,0,0.3063,0.0126,4.0,M-R relationship,4522.0,-0.22,,,-0.65,4.62,,0.65,3.33724,0.66,0,0,1,0,0,0,0,0,0,0,1,1,0,2.7529924,2.07553
2937,Kepler-1948 b,b,Kepler-1948,287.3640804,47.7853043,78.49856,16.90289,15.57129955,0.1022,0.0,399.0,,5.98,5.44,0.01774,2454969.58514,25.9205,5.12871,193.903,15.836,14.569,11.706,11.016,10.871,,14.032,13.371,12.916,10.771,10.774,10.597,9.275,15.392,13.9243,13.0256,0,[Fe/H],,13.977,,0,2.155,,0.092,1.033,0.0121,49.9,,0,0.312,0.00343,1.09,M-R relationship,3872.0,0.12,,,-0.862,4.71,,0.59,9.70376,0.56,0,0,1,0,0,0,0,0,0,0,1,1,0,26.2858812,4.36752
2938,TOI-2411 b,b,TOI-2411,20.9224567,-8.7017944,146.91654,-70.05717,0.7826942,0.0144,,1355.0,,651.91,4.01,0.051919,2459116.0139,-95.2895,16.7682,59.5362,13.818,11.272,9.33,8.597,8.532,15.4918,11.3414,10.8155,12.5225,8.436,8.513,8.414,8.264,12.7818,11.2198,10.4238,0,,,,,0,1.2621481,,0.15,1.68,,,,0,0.39,0.0109,3.46,M-R relationship,4099.0,,,,-0.871,4.59,,0.65,2.34203,0.68,0,0,1,0,0,0,0,0,0,0,1,1,0,151.5613166,-117.859
2939,Kepler-43 b,b,Kepler-43,285.2408288,46.6682411,76.85693,17.83658,3.0240949,0.046,0.017,1620.0,0.0011,1138.12,5.0,0.80048,2454965.41624,0.192704,0.965345,1005.84,14.703,13.986,12.858,12.605,12.549,,13.885,13.79,13.766,12.531,12.552,12.788,9.275,14.352,13.8894,13.4633,0,[Fe/H],F8 V,13.958,12.95,0,2.9,375.0,1.219,13.664,0.08628,6.975,,0,0.6508,3.23,1026.5909,Mass,6041.0,0.33,-37.59,4.9,0.326,4.26,0.69,1.32,0.737,1.42,0,0,1,1,0,1,0,0,0,0,1,1,0,3.0087774,-3.0026
2940,Kepler-488 b,b,Kepler-488,282.9662152,48.3450555,77.97014,19.85198,3.12082923,0.0428,0.0,1303.0,,778.51,55.0,1.73789,2454972.466272,1.24201,0.844473,1145.28,15.809,14.868,13.724,13.403,13.412,,14.749,14.627,14.589,13.32,13.327,12.876,9.596,15.217,14.7515,14.3168,0,[Fe/H],,14.804,,0,2.1799,,1.409,15.79,0.13342,9.0,,0,0.7783,124.0,39400.0,M-R relationship,5970.0,0.03,,,0.145,4.39,3.47,1.07,1.4432,1.09,0,0,1,0,0,0,0,0,0,0,1,1,0,1.9982579,1.56539
2941,Kepler-1745 b,b,Kepler-1745,293.4689924,42.8223582,75.6866,10.93874,3.01619005,0.0408,0.0,1449.0,,1044.49,3.35,0.02225,2454966.88395,-11.2206,0.975743,996.105,15.592,14.854,13.723,13.398,13.323,,14.831,14.668,14.595,13.19,13.259,12.661,9.315,15.368,14.8649,14.3864,0,[Fe/H],,14.878,,0,2.8349,,0.172,1.929,0.01382,8.69,,0,0.0297,0.0138,4.38,M-R relationship,5611.0,0.16,,,0.007,4.14,2.1,0.99,0.40067,1.4,0,0,1,0,0,0,0,0,0,0,1,1,0,11.2218485,0.16739
2942,Kepler-1836 b,b,Kepler-1836,292.3150933,40.8387799,73.48908,10.81083,5.25416994,0.0602,0.0,1093.0,,338.15,2.33,0.04618,2454966.72952,-9.38893,0.651353,1472.62,15.779,15.558,14.501,14.125,14.032,,15.612,15.455,15.365,14.078,14.108,12.66,8.91,16.135,15.623,15.1559,0,[Fe/H],,15.659,,0,2.9878,,0.228,2.553,0.01971,13.711,,0,0.007,0.0222,7.05,M-R relationship,6123.0,-0.14,,,0.016,4.47,,1.05,1.76644,0.99,0,0,1,0,0,0,0,0,0,0,1,1,0,10.8865645,-5.51047
2943,Kepler-1837 b,b,Kepler-1837,288.2076012,45.6834463,76.70756,15.5631,5.90608978,0.065,0.0,1012.0,,247.83,3.06,0.02196,2454964.55773,-5.35396,0.785182,1229.18,15.778,15.48,14.216,13.903,13.835,,15.407,15.254,15.186,13.736,13.877,12.919,8.997,15.962,15.4172,14.9358,0,[Fe/H],,15.466,,0,2.392,,0.184,2.067,0.01362,8.3,,0,0.2362,0.0155,4.92,M-R relationship,5966.0,-0.02,,,-0.068,4.49,0.5,1.05,3.74625,0.96,0,0,1,0,0,0,0,0,0,0,1,1,0,7.7858155,-5.65279
2944,Kepler-1844 b,b,Kepler-1844,292.6903973,37.9345682,70.99476,9.23418,3.92451,0.0478,0.0,1074.0,,314.25,1.86,0.04635,2454965.40179,-1.98982,0.527546,1804.36,16.381,15.995,14.461,14.074,14.062,17.7447,15.6511,15.4351,15.3903,13.851,13.94,12.793,9.036,16.2376,15.6915,15.1693,0,[Fe/H],,15.708,,0,3.708,,0.271,3.036,0.01962,8.254,,0,0.71,0.0298,9.46,M-R relationship,5776.0,-0.18,,,0.226,4.55,,0.94,0.69061,0.85,0,0,1,0,0,0,0,0,0,0,1,1,0,2.3586766,-1.26648
2945,Kepler-1857 b,b,Kepler-1857,296.4557129,39.598537,73.88117,7.43714,8.94340992,0.0807,0.0,946.0,,188.93,3.28,0.02151,2454970.29881,-14.103,1.1437,853.275,14.728,14.36,12.998,12.69,12.593,,14.134,13.976,13.884,12.46,12.526,12.16,8.688,14.618,14.1486,13.692,0,[Fe/H],,14.169,,0,2.469,,0.175,1.961,0.01364,27.68,,0,0.0362,0.0142,4.5,M-R relationship,6074.0,-0.54,,,0.205,4.38,3.5,0.87,5.01751,1.01,0,0,1,0,0,0,0,0,0,0,1,1,0,15.0908361,-5.37017
2946,Kepler-1957 b,b,Kepler-1957,293.711436,47.8874467,80.39441,13.0557,2.18662,0.0299,0.0,1099.0,,345.07,5.16,0.01178,2454964.94832,-13.1618,2.14097,460.899,16.096,15.13,13.233,12.69,12.613,,14.742,14.436,14.311,12.532,12.573,11.945,9.194,15.627,14.7806,14.138,0,[Fe/H],,14.793,,0,1.585,,0.084,0.944,0.00975,6.19,,0,0.2799,0.00248,0.79,M-R relationship,4904.0,0.0,,,-0.601,4.54,,0.74,0.93901,0.77,0,0,1,0,0,0,0,0,0,0,1,1,0,15.992022,9.0836
2947,Kepler-1961 b,b,Kepler-1961,286.3300783,39.6831276,70.43639,14.45986,5.6047101,0.0588,0.0,866.0,,132.98,4.21,0.021,2454964.62861,-8.4444,0.931191,1042.45,16.915,15.809,14.311,13.94,13.744,18.1706,15.64,15.3918,15.2637,13.815,13.888,12.988,9.434,16.3361,15.695,15.121,0,[Fe/H],,15.683,,0,2.885,,0.144,1.619,0.01313,15.14,,0,0.1771,0.0102,3.25,M-R relationship,5401.0,-0.16,,,-0.276,4.59,,0.87,1.9082,0.78,0,0,1,0,0,0,0,0,0,0,1,1,0,11.3279309,-7.55077
2948,Kepler-352 b,b,Kepler-352,299.8966237,46.0519022,80.79764,8.47197,10.05537,0.085,0.0,694.0,,50.39,4.89,0.01458,2455006.23302,-20.254,3.92796,252.733,14.167,13.142,11.61,11.178,11.132,,12.898,12.694,12.613,11.076,11.127,10.908,8.976,13.57,12.9561,12.4085,0,[Fe/H],,12.957,,0,2.963,,0.077,0.86,0.01083,26.28,,0,0.26,0.00178,0.566,M-R relationship,5212.0,-0.07,-5.87,,-0.432,4.57,3.47,0.83,3.24608,0.78,0,0,1,0,0,0,0,0,0,0,1,3,0,24.5378883,13.8522
2949,Kepler-487 d,d,Kepler-487,295.2872318,41.2220033,74.88508,8.99914,2.41839004,0.0337,0.0,1226.0,,535.84,2.09,0.06654,2454965.505587,10.1571,1.11832,872.343,16.132,14.882,13.732,13.326,13.25,,14.955,14.747,14.68,13.249,13.288,12.273,9.452,15.562,15.0647,14.5293,0,[Fe/H],,14.991,,0,2.0744,,0.248,2.775,0.02426,7.7,,0,0.556,0.0256,8.12,M-R relationship,5422.0,0.02,,,-0.173,4.48,3.4,0.87,2.46233,0.89,0,0,1,0,0,0,0,0,0,0,1,3,0,11.4807252,5.35167
2950,K2-285 e,e,K2-285,349.3843458,1.3001522,80.67491,-53.68469,14.76289,0.18041,0.0,500.9,,10.5,,0.068,2457741.8969,-33.8739,6.42482,154.961,12.915,12.075,10.477,10.069,9.971,15.5161,11.8383,11.5786,11.9155,9.891,9.967,9.899,8.743,12.7522,11.804,11.2451,0,[Fe/H],K2 V,11.665,,0,2.3,1.69,0.174,1.95,0.0227,49.43,,0,0.17,0.03367,10.7,Mass,4975.0,0.0,15.88,3.9,-0.422,4.4,,0.83,2.512,0.79,0,0,1,0,0,0,0,0,0,0,1,4,0,37.0557502,15.0229
2951,K2-30 b,b,K2-30,52.3420548,22.2993491,164.50146,-27.54962,4.098503,0.04839,0.0,1092.0,,299.0,0.64,1.603,2457063.80714,-14.0265,2.97391,333.042,14.506,13.547,11.632,11.19,11.088,,,,,11.016,11.058,11.067,9.003,,13.2056,12.5489,0,[Fe/H],G6 V,13.171,,0,2.3208,78.7,1.039,11.646,0.1266,12.34,,0,0.662,0.579,184.02357,Mass,5425.0,-0.15,35.43,1.4,-0.256,4.54,3.9,0.9,2.11,0.84,0,0,1,1,0,0,0,0,0,0,1,1,0,21.7167955,16.5794
2952,K2-333 b,b,K2-333,136.7892752,15.2056765,213.80335,36.79663,14.759287,,,826.0,,102.13,0.736,0.223848,2458097.395983,-10.8862,2.87877,343.99,12.482,12.073,10.941,10.603,10.596,15.1454,12.0525,11.9409,13.1653,10.574,10.614,10.585,8.509,12.4886,11.9866,11.5559,0,[Fe/H],,11.982,,0,4.96,,0.551,6.18,0.0461,23.06,,0,0.26,0.0995,31.6,M-R relationship,5880.0,0.07,,,0.165,4.29,,1.06,0.84483,1.22,0,0,1,0,0,0,0,0,0,0,1,1,0,12.4283066,-5.99612
2953,K2-348 c,c,K2-348,130.8783479,24.4229559,200.78923,34.69497,12.550171,,,655.0,,,2.2,0.0858,2458104.435651,-34.5935,4.92543,201.856,13.542,12.572,10.958,10.485,10.381,15.896,12.3413,12.0966,12.703,10.348,10.431,10.327,8.506,13.1227,12.3271,11.7421,0,[Fe/H],,12.482,,0,3.68,,0.238,2.67,0.0287,24.47,,0,0.43,0.0239,7.61,M-R relationship,5077.0,0.13,,,-0.388,4.5,,0.83,1.75914,0.85,0,0,1,0,0,0,0,0,0,0,1,2,0,34.6136033,1.17953
