,pl_name,pl_letter,hostname,ra,dec,glon,glat,pl_orbper,pl_orbsmax,pl_orbeccen,pl_eqt,pl_occdep,pl_insol,pl_dens,pl_trandep,pl_tranmid,sy_pmdec,sy_plx,sy_dist,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gmag,sy_gaiamag,sy_tmag,pl_controv_flag,st_metratio,st_spectype,sy_kepmag,st_rotp,cb_flag,pl_trandur,pl_rvamp,pl_radj,pl_rade,pl_ratror,pl_ratdor,sy_icmag,dkin_flag,pl_imppar,pl_bmassj,pl_bmasse,pl_bmassprov,st_teff,st_met,st_radv,st_vsin,st_lum,st_logg,st_age,st_mass,st_dens,st_rad,ttv_flag,ptv_flag,tran_flag,rv_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,pul_flag,sy_snum,sy_pnum,sy_mnum,sy_pm,sy_pmra
2860,KELT-24 b,b,KELT-24,161.9090273,71.655727,135.57326,42.30144,5.5514926,0.06969,0.077,1459.0,,750.9,3.13,0.753,2458540.47759,-34.8076,10.332,96.5173,8.816,8.34,7.408,7.2,7.154,,,,,7.058,7.128,7.146,7.152,,8.23752,7.9179,0,[Fe/H],F7,,,0,4.30008,462.0,1.272,14.258,0.08677,9.95,,0,0.134,5.18,1646.3594,Mass,6509.0,0.186,-5.75,19.76,0.565,4.25,0.78,1.46,0.603,1.51,0,0,1,1,0,0,0,0,0,0,1,1,0,66.0921869,-56.1837
2861,K2-261 b,b,K2-261,163.0323119,0.493167,250.88317,50.89463,11.633478,0.1034,0.286,1046.0,,180.0,0.38,0.2814,2457976.64192,-44.1706,4.66018,213.283,11.559,10.612,9.337,8.92,8.89,,,,,8.828,8.897,8.819,8.281,,10.4594,9.9623,0,[Fe/H],G7 IV/V,10.451,,0,5.138,16.7,0.85,9.528,0.05304,13.53,,0,0.35,0.188,59.75174,Mass,5445.0,0.36,3.28,2.8,0.328,4.04,9.3,1.09,0.346,1.64,0,0,1,1,0,0,0,0,0,0,1,1,0,50.1099578,-23.6636
2862,HD 20794 c,c,HD 20794,49.9997666,-43.0666533,250.73443,-56.06514,40.114,0.2036,0.0,508.0,,,5.36,,,730.775,166.561,6.00278,4.966,4.26,3.032,2.709,2.636,,,,,,,,,,4.06635,3.5843,0,[Fe/H],G8 V,,,0,,0.56,0.121,1.35,,,3.465,0,,0.0076,2.4,Msin(i)/sin(i),5401.0,-0.4,87.95,3.0,-0.163,4.22,5.76,0.7,1.70389,0.92,0,0,0,1,0,0,0,0,0,0,1,4,0,3120.504737,3033.73
2863,WASP-55 b,b,WASP-55,203.7581951,-17.5034961,317.48266,44.13309,4.46563,0.0558,0.0,1300.0,,471.6,0.329,1.6,2457220.52945,-3.83685,3.33369,297.462,12.687,11.753,10.775,10.443,10.396,,,,,10.323,10.343,10.381,8.641,,11.7747,11.3473,0,[Fe/H],,11.738,,0,3.53328,70.0,1.33,14.908,0.1223,10.83,,0,0.07,0.61,193.8763,Mass,5900.0,-0.2,-4.32,3.1,0.163,4.3,1.1,1.11,1.2,1.09,0,0,1,1,0,0,0,0,0,0,2,1,0,12.666877,12.0718
2864,WASP-73 b,b,WASP-73,319.9496969,-58.1489328,337.50306,-42.11036,4.08722,0.05512,0.0,1790.0,,2242.36,1.596,0.33,2458327.67393,-10.6584,3.12923,316.678,10.984,10.468,9.352,9.073,9.028,,,,,8.973,9.008,8.928001,8.536,,10.2607,9.8638,0,[Fe/H],F9,,,0,5.586113,196.3,1.42,15.917,0.058,5.75,,0,0.499,2.86,908.9938,Mass,6030.0,0.14,11.06,6.1,0.795,3.93,4.3,2.52,0.21,2.55,0,0,1,1,0,0,0,0,0,0,1,1,0,14.9984878,10.5524
2865,WASP-74 b,b,WASP-74,304.538843,-1.0760033,42.20533,-19.71107,2.13775,0.03443,0.0,1926.0,,,0.3697,0.96,2457205.93774,-64.6037,6.67342,149.216,10.391,9.75,8.548,8.286,8.221,,,,,8.14,8.19,8.184,8.053001,,9.5723,9.13055,0,[Fe/H],F9,,,0,2.292,114.1,1.36,15.244,0.09034,4.86,,0,0.86,0.72,228.8376,Mass,5990.0,0.39,-15.77,6.03,0.4,4.39,3.7,0.98,0.48,1.42,0,0,1,1,0,0,0,0,0,0,1,1,0,64.617801,1.34987
2866,WASP-92 b,b,WASP-92,246.6920395,51.0411328,78.78019,43.22089,2.1746742,0.0348,0.0,1871.0,,1054.95,0.346,1.254,2456381.2834,11.9958,1.70764,575.889,13.413,12.951,11.834,11.579,11.519,14.7063,13.0216,12.9018,12.9808,11.435,11.454,10.119,7.861,13.7703,12.8183,12.423,0,[Fe/H],F7,,10.07,0,2.7672,111.6,1.461,16.376,0.0963,5.587,,0,0.608,0.805,255.85315,Mass,6280.0,0.0,-29.17,5.73,0.275,4.26,2.29,1.19,0.697,1.34,0,0,1,1,0,0,0,0,0,0,1,1,0,13.2665781,-5.66594
2867,WASP-94 A b,b,WASP-94 A,313.7832393,-34.1357512,9.6545,-39.37856,3.95019,0.055,0.0,1604.0,,1364.09,0.118,1.2,2458328.29911,-44.947,4.70676,211.211,10.742,10.051,9.159,8.916,8.874,,,,,8.801,8.837,8.770001,8.872,,10.0285,9.6433,0,[Fe/H],F8,,,0,4.5643642,45.4,1.58,17.71,,8.44,,0,0.17,0.5,158.915,Mass,6170.0,0.26,-8.82,4.2,0.51,4.27,2.7,1.67,0.73,1.48,0,0,1,1,0,0,0,0,0,0,2,2,0,52.1145993,26.3761
2868,Kepler-486 b,b,Kepler-486,284.8799791,49.2670195,79.33544,18.96862,30.36044667,0.1725,0.0,459.0,,10.42,0.348,2.11247,2454981.091528,6.42025,2.2634,436.257,16.101,14.615,12.895,12.377,12.288,,14.33,14.053,13.922,12.239,12.327,12.28,9.394,15.168,14.3799,13.7589,0,[Fe/H],,14.388,,0,6.0193,,0.981,11.0,0.1354,41.964,,0,0.359,0.265,84.2,M-R relationship,4926.0,-0.04,,,-0.514,4.6,4.47,0.79,1.51656,0.75,0,0,1,0,0,0,0,0,0,0,1,1,0,6.9386054,-2.63147
2869,Kepler-670 b,b,Kepler-670,297.0154644,49.2252988,82.63553,11.72179,2.81650485,0.0383,0.0,1219.0,,528.22,,1.68137,2455003.967687,-3.82503,1.03558,939.744,16.049,15.162,13.732,13.393,13.315,,14.988,14.802,14.685,13.286,13.364,12.549,9.319,15.636,15.0268,14.4889,0,[Fe/H],,15.052,,0,2.50522,,1.176,13.18,0.1217,9.65552,,0,0.0073,,,Msini,5709.0,0.07,,,-0.1,4.44,4.79,0.99,2.14666,0.99,0,0,1,0,0,0,0,0,0,0,1,1,0,4.550097,-2.46425
2870,OGLE-2015-BLG-1771L b,b,OGLE-2015-BLG-1771L,268.799,-28.86275,1.13728,-1.76209,,0.85,,,,,0.259,,,,,7070.0,,,,,,,,,,,,,,,,,0,,,,,0,,,1.28,14.3,,,,0,,0.433,138.0,Mass,,,,,,,,0.08,,,0,0,0,0,0,0,1,0,0,0,1,1,0,,
2871,Kepler-1962 b,b,Kepler-1962,289.5483989,40.1641457,71.93138,12.40847,7.99145985,0.0783,0.0,901.0,,155.95,5.98,0.0145,2454969.25676,-8.46596,1.12523,866.826,15.317,15.146,13.773,13.471,13.412,,14.917,14.74,14.656,13.303,13.332,12.936,8.885,15.456,14.9657,14.463,0,[Fe/H],,14.955,,0,3.2,,0.108,1.215,0.01189,6.45,,0,0.94,0.00614,1.95,M-R relationship,5700.0,0.16,,,-0.122,4.43,,1.0,0.07953,1.01,0,0,1,0,0,0,0,0,0,0,1,1,0,8.5244443,0.996831
2872,Kepler-1963 b,b,Kepler-1963,296.5875182,47.207129,80.68423,11.01842,1.96226001,0.0298,0.0,1448.0,,1038.36,4.49,0.00683,2454964.53585,-11.8107,2.00017,492.847,14.815,14.054,12.693,12.312,12.261,,13.837,13.66,13.631,12.222,12.24,12.283,9.415,14.412,13.8875,13.3905,0,[Fe/H],,13.885,,0,1.45,,0.066,0.744,0.00755,10.29,,0,0.169,0.00106,0.337,M-R relationship,5726.0,-0.1,,,-0.259,4.42,,0.92,5.35253,0.98,0,0,1,0,0,0,0,0,0,0,1,1,0,11.8293177,-0.663417
2873,OGLE-2016-BLG-0613L AB b,b,OGLE-2016-BLG-0613L AB,269.260406,-28.1161671,1.98694,-1.73756,,6.4,,,,,3.33,,,,,3410.0,,,,,,,,,,,,,,,,,0,,,,,1,,,1.16,13.0,,,,0,,4.18,1330.0,Mass,,,,,,,,0.72,,,0,0,0,0,0,0,1,0,0,0,2,1,0,,
2874,Kepler-76 b,b,Kepler-76,294.1921185,39.6189727,73.0559,8.97802,1.5449298,0.0274,0.0,2140.0,0.01316,3583.67,1.1,0.5915,2454966.54841,-2.52772,1.18642,822.96,13.478,13.474,12.343,12.134,12.092,,13.25,13.164,13.121,12.016,12.056,11.97,9.258,13.644,13.2755,12.8939,0,[Fe/H],F,13.308,,0,1.42784,306.0,1.36,15.244,0.1033,4.464,,0,0.9623,2.01,638.8383,Mass,6409.0,-0.1,,6.5,0.451,4.2,0.62,1.2,0.96729,1.32,0,0,1,1,0,1,0,0,0,0,1,1,0,2.5738644,-0.48519
2875,WASP-98 b,b,WASP-98,58.4290113,-34.3282716,234.93391,-50.50277,2.96264036,0.03762,0.07,1171.0,,269.88,0.764,2.57,2456333.392075,-12.4046,3.52049,281.742,13.746,13.252,11.691,11.295,11.284,,,,,11.229,11.258,11.234,8.789,,12.8678,12.3943,0,[Fe/H],G7,,,0,1.908,150.0,1.144,12.823,0.15824,10.92,,0,0.71,0.922,293.03926,Mass,5473.0,-0.49,-38.29,0.99,-0.358,4.61,2.7,0.81,2.801,0.74,0,0,1,1,0,0,0,0,0,0,2,1,0,35.8420975,33.6271
2876,HD 20794 b,b,HD 20794,49.9997666,-43.0666533,250.73443,-56.06514,18.315,0.1207,0.0,660.0,,,4.87,,,730.775,166.561,6.00278,4.966,4.26,3.032,2.709,2.636,,,,,,,,,,4.06635,3.5843,0,[Fe/H],G8 V,,,0,,0.83,0.129,1.45,,,3.465,0,,0.0085,2.7,Msin(i)/sin(i),5401.0,-0.4,87.95,3.0,-0.163,4.22,5.76,0.7,1.70389,0.92,0,0,0,1,0,0,0,0,0,0,1,4,0,3120.504737,3033.73
2877,Kepler-685 b,b,Kepler-685,293.8719143,38.4229184,71.86863,8.63764,1.6255222,0.0265,0.0,1579.0,,1137.12,0.366,0.7969,2455003.826671,-6.64583,1.038,938.715,15.341,15.186,13.656,13.355,13.307,,14.923,14.746,14.625,13.12,13.182,13.105,8.583,15.595,15.0191,14.4669,0,[Fe/H],,15.001,,0,2.38785,,0.944,10.58,0.08437,5.6742,,0,0.076,0.248,78.8,M-R relationship,5963.0,0.15,,,-0.051,4.36,3.39,1.11,1.28198,1.16,0,0,1,0,0,0,0,0,0,0,1,1,0,6.6525234,-0.298348
2878,K2-105 b,b,K2-105,125.4202985,13.4975122,210.53336,26.00524,8.2669928,0.0833,,928.0,,95.58,3.56,0.129,2457147.989572,-4.87756,5.02224,197.989,12.681,11.752,10.541,10.173,10.091,15.1324,11.7522,11.5689,12.9819,10.058,10.121,10.128,8.55,12.4321,11.7124,11.2089,0,[Fe/H],K1,11.687,,0,3.46224,9.4,0.32,3.59,0.0339,18.48,,0,0.31,0.09439,30.0,Mass,5636.0,0.23,-32.26,1.76,-0.189,4.49,0.6,1.05,1.72948,0.97,0,0,1,1,0,0,0,0,0,0,1,1,0,8.5017779,6.96345
2879,K2-18 c,c,K2-18,172.560141,7.5878315,254.63265,62.57509,8.962,0.06,0.47,363.0,,,2.22,,,-133.142,26.2686,38.0266,14.991,13.477,9.763,9.135,8.899,16.7222,13.0855,11.8579,11.5166,8.769,8.668,8.552,8.587,15.1354,12.4154,11.2373,1,[Fe/H],M2.5 V,12.473,38.6,0,,4.63,0.236,2.65,,,,0,,0.02363,7.51,Msini,3457.0,0.09,0.65,,-1.597,4.79,,0.36,7.07318,0.41,0,0,0,1,0,0,0,0,0,0,1,2,0,155.5222618,-80.3765
2880,OGLE-2018-BLG-1011L c,c,OGLE-2018-BLG-1011L,269.014,-29.0828889,1.04163,-2.0354,,0.8,,,,,2.13,,,,,7100.0,,,,,,,,,,,,,,,,,0,,,,,0,,,1.18,13.2,,,,0,,2.8,890.0,Mass,,,,,,,,0.18,,,0,0,0,0,0,0,1,0,0,0,1,2,0,,
2881,Kepler-281 b,b,Kepler-281,294.1081465,44.7706524,77.66929,11.41339,14.646008,0.117,0.0,694.0,,118.25,2.05,0.05935,2454969.51691,-9.28543,0.54496,1745.45,16.855,15.931,14.5,14.16,13.994,,15.722,15.528,15.439,13.998,14.175,12.596,9.549,16.345,15.7537,15.2229,0,[Fe/H],,15.773,,0,6.293,,0.252,2.82,0.02396,15.8,,0,0.92,0.0263,8.35,M-R relationship,5723.0,0.02,,,0.146,4.53,0.6,0.95,0.42172,0.9,0,0,1,0,0,0,0,0,0,0,1,3,0,11.2981016,-6.43645
2882,Kepler-305 d,d,Kepler-305,299.2242557,40.343167,75.59975,5.97338,16.738661,0.121,0.0,576.0,,25.52,2.5,0.09968,2455192.41608,-2.61234,1.12405,868.477,17.51,15.851,14.25,13.737,13.702,,15.746,15.475,15.272,13.682,13.821,13.313,9.569,16.6,15.7661,15.1395,0,[Fe/H],,15.812,,0,2.46,,0.242,2.71,0.03061,54.49,,0,0.62,0.02863,9.1,Mass,5100.0,0.03,,,-0.423,4.56,4.37,0.85,10.92546,0.79,0,0,1,0,0,0,0,0,0,0,1,4,0,11.4270117,-11.1244
2883,Kepler-418 b,b,Kepler-418,294.4335228,38.3554729,72.01795,8.21752,86.67856,0.3779,0.2,434.0,,8.88,,0.82441,2455008.5975,2.55481,0.969069,1002.53,16.098,14.824,13.493,13.243,13.103,,14.644,14.501,14.421,13.093,13.148,12.721,9.311,15.153,14.649,14.1766,0,[M/H],,14.696,,0,10.224,50.0,1.2,13.45,0.1104,84.4,,0,0.23,1.1,349.61125,Mass,5820.0,-0.05,-18.45,3.5,0.111,4.35,7.0,0.98,1.51,1.09,0,0,1,1,0,0,0,0,0,0,1,2,0,2.6721257,-0.783072
2884,Kepler-487 b,b,Kepler-487,295.2872318,41.2220033,74.88508,8.99914,15.3587684,0.1157,0.0,662.0,,51.49,,1.46381,2454965.385103,10.1571,1.11832,872.343,16.132,14.882,13.732,13.326,13.25,,14.955,14.747,14.68,13.249,13.288,12.273,9.452,15.562,15.0647,14.5293,0,[Fe/H],,14.991,,0,4.1452,,1.019,11.42,0.119,28.123,,0,0.5156,,,Msini,5444.0,0.0,,,-0.173,4.51,5.62,0.91,1.78366,0.88,0,0,1,0,0,0,0,0,0,0,1,3,0,11.4807252,5.35167
2885,Kepler-75 b,b,Kepler-75,291.1376203,36.5773443,69.19995,9.7193,8.8849116,0.0818,0.57,767.0,,106.48,11.0,1.76704,2455640.4403,-2.44918,1.16891,835.356,16.237,15.414,13.665,13.262,13.118,,15.207,14.949,14.826,13.162,13.266,13.003,9.106,15.998,15.1789,14.575,0,[Fe/H],K0 V,15.264,19.18,0,2.0778,1287.0,1.05,11.77,0.1212,19.77,,0,0.13,10.1,3209.9,Mass,5200.0,0.3,-64.18,3.5,-0.215,4.5,6.2,0.91,1.85,0.89,0,0,1,1,0,0,0,0,0,0,1,1,0,8.3565657,7.9896
2886,K2-232 b,b,K2-232,73.7667927,18.654323,182.07129,-15.31645,11.168454,0.10356,0.258,1030.0,,312.16,0.405,0.966,2457825.349782,-48.2449,7.6214,130.72,10.521,9.822,8.739,8.48,8.434,,9.749,9.663,,8.38,8.419,8.391,8.518,10.286,9.72626,9.31437,0,[Fe/H],,9.789,,0,5.03016,33.42,1.0,11.209,0.08868,19.25,,0,0.108,0.398,126.49634,Mass,6154.0,0.1,,4.16,0.238,4.38,1.43,1.19,0.782,1.16,0,0,1,1,0,0,0,0,0,0,1,1,0,78.6094677,62.0635
2887,TOI-122 b,b,TOI-122,332.9482355,-58.946085,332.55681,-47.96855,5.07803,0.0392,0.0,471.0,,8.8,2.14,0.56,2458425.602564,-235.81,16.0698,62.118,17.061,15.526,11.531,11.02,10.771,,,,,10.64,10.455,10.259,9.185,,14.3357,13.084,0,,M3 V,,72.0,0,1.2414158,,0.243,2.72,0.075,25.2,,0,0.72,0.0247,7.85,M-R relationship,3403.0,,-72.4,7.2,-1.854,4.88,2.0,0.31,12.8,0.33,0,0,1,0,0,0,0,0,0,0,1,1,0,273.291901,138.138
2888,TOI-125 c,c,TOI-125,23.5934253,-66.6763495,296.35814,-49.90031,9.15059,0.0814,0.066,827.8,,77.59,1.73,0.0891,2458361.9085,-122.953,8.97546,111.059,11.722,11.023,9.466,9.112001,8.995,,10.458,10.662,,8.945,9.006,8.944,8.613,11.268,10.718,10.1985,0,[Fe/H],K0 V,,,0,2.9544,2.25,0.246,2.759,0.02985,20.66,,0,0.522,0.02086,6.63,Mass,5320.0,-0.02,11.06,1.0,-0.285,4.52,6.8,0.86,1.99,0.85,0,0,1,1,0,0,0,0,0,0,1,3,0,171.6667708,-119.8
2889,Kepler-661 b,b,Kepler-661,283.7107463,47.8631748,77.66083,19.22395,6.02930132,0.0585,0.0,678.0,,45.53,1.83,0.19127,2455004.60329,-20.6578,1.84175,534.788,17.678,16.016,14.001,13.37,13.231,,15.758,15.332,15.1,13.166,13.206,12.572,9.276,16.838,15.8003,15.0532,0,[Fe/H],,15.784,,0,1.5798,,0.274,3.07,0.04151,29.31,,0,0.89,0.0303,9.64,M-R relationship,4483.0,-0.05,,,-0.814,4.64,4.27,0.7,13.09803,0.67,0,0,1,0,0,0,0,0,0,0,1,1,0,28.5498649,-19.7066
2890,Pr0201 b,b,Pr0201,130.4324005,20.2268164,205.42172,32.97009,4.4264,0.06,0.0,,,,0.329,,,-13.9542,5.50844,180.64,11.11,10.445,9.463,9.227,9.142,,,,,9.126,9.156,9.141,8.069,,10.3508,9.9678,0,[Fe/H],,10.352,,0,,58.1,1.27,14.2,,,,0,,0.54,171.6282,Msini,6174.0,0.19,33.95,9.6,0.245,4.41,,1.24,1.03503,1.15,0,0,0,1,0,0,0,0,0,0,1,1,0,39.1150393,-36.5413
2891,UZ For c,c,UZ For,53.8694682,-25.7393857,220.31205,-53.41461,1916.25,2.8,0.05,,,,,,,-1.5,4.1735552,239.6038748,18.736,16.7753,15.317,14.897,14.776,,,,,14.35,13.924,12.394,9.13,,16.6937,16.3829,0,,,,,1,,,,,,,,0,,7.7,2447.2,Mass,5286.9,,,,,,,0.7,,,0,0,0,0,0,0,0,1,0,0,2,2,0,18.2,18.1
2892,Kepler-970 b,b,Kepler-970,289.6252192,40.7087351,72.46181,12.58685,16.736525,0.139,0.34,464.0,,11.11,2.26,0.12892,2454976.1326,1.72719,2.98745,331.545,16.563,15.21,12.98,12.355,12.215,,14.738,14.356,14.131,12.155,12.193,12.195,9.198,15.789,14.8058,14.0576,0,[Fe/H],,14.786,9.23,0,2.2,,0.233,2.609,0.0337,42.2,,0,0.7,0.023,7.31,M-R relationship,4290.0,0.04,-27.15,5.2,-0.775,4.62,0.105,0.67,2.65047,0.71,0,0,1,0,0,0,0,0,0,0,2,1,0,3.2455154,-2.74776
2893,Kepler-686 b,b,Kepler-686,285.213819,39.027466,69.46155,14.99461,1.59474546,0.0258,0.0,1539.0,,2132.9,,1.50445,2455003.648322,4.23138,0.642082,1490.94,16.403,16.02,14.35,13.941,13.917,,15.49,15.316,15.2,13.835,13.823,12.613,8.869,16.028,15.5242,15.0236,0,[Fe/H],,15.53,,0,1.9561,,1.084,12.15,0.12069,6.203,,0,0.514,,,Msini,5649.0,-0.07,,,0.108,4.49,4.47,0.94,1.77544,0.92,0,0,1,0,0,0,0,0,0,0,1,1,0,4.2326462,0.103523
2894,Kepler-897 b,b,Kepler-897,290.5867992,51.6957731,83.10163,16.47821,8.0472642,0.077,0.0,855.0,,354.22,2.54,0.0486,2454970.2086,-8.05347,0.629308,1519.25,16.074,15.177,13.89,13.583,13.466,,15.021,14.854,14.777,13.423,13.5,13.369,9.782,15.567,15.0787,14.5773,0,[Fe/H],,15.068,,0,4.5,,0.213,2.39,0.02113,7.48,,0,0.837,0.0198,6.3,M-R relationship,5839.0,0.04,,,0.288,4.41,4.37,1.03,0.77522,1.04,0,0,1,0,0,0,0,0,0,0,1,1,0,8.3339015,-2.14372
2895,Kepler-923 b,b,Kepler-923,294.1710831,40.0551372,73.43862,9.1964,6.93366476,0.0715,0.0,1104.0,,390.64,5.19,0.01196,2454970.07236,-4.80356,0.971283,1000.28,14.749,14.124,12.978,12.717,12.665,,13.954,13.871,13.819,12.61,12.676,12.388,9.287,14.439,14.0117,13.5702,0,[Fe/H],,14.042,,0,4.322,,0.123,1.38,0.0104,12.28,,0,0.803,0.0078,2.48,M-R relationship,5988.0,0.07,,,0.333,4.28,4.68,1.11,0.72847,1.26,0,0,1,0,0,0,0,0,0,0,1,1,0,4.8212122,-0.412187
2896,Kepler-924 b,b,Kepler-924,290.6685136,40.3977086,72.52276,11.73741,61.0370117,0.3359,0.0,610.0,,20.0,1.83,0.04375,2455008.18003,0.065935,0.921048,1053.04,15.143,14.293,13.114,12.83,12.745,,14.119,14.018,13.95,12.78,12.819,12.383,9.295,14.53,14.1368,13.7167,0,[Fe/H],,14.171,,0,8.851,,0.274,3.07,0.02255,56.59,,0,0.0304,0.0303,9.64,M-R relationship,6167.0,0.01,,,0.314,4.32,3.09,1.14,0.92023,1.23,0,0,1,0,0,0,0,0,0,0,1,1,0,1.82725,-1.82606
2897,Kepler-925 b,b,Kepler-925,290.1065581,40.4906242,72.41955,12.16325,33.8678531,0.1805,0.0,394.0,,5.83,2.61,0.08948,2454970.51356,-4.04437,1.60877,611.115,17.462,16.025,13.978,13.406,13.339,,15.759,15.371,15.174,13.291,13.378,12.297,9.411,16.834,15.8155,15.0829,0,[Fe/H],,15.81,,0,3.682,,0.209,2.34,0.03001,46.2,,0,0.6804,0.0191,6.08,M-R relationship,4673.0,0.12,,,-0.684,4.62,2.57,0.77,1.63128,0.72,0,0,1,0,0,0,0,0,0,0,1,1,0,4.0478576,-0.167996
2898,Kepler-928 b,b,Kepler-928,289.920676,41.5427758,73.33267,12.73917,3.9324613,0.0444,0.0,894.0,,111.11,4.31,0.04555,2454965.55465,-13.1716,1.93693,508.809,16.683,15.586,13.685,13.126,12.933,,15.256,14.94,14.742,12.93,12.977,12.587,9.374,16.205,15.3227,14.6488,0,[Fe/H],,15.32,,0,2.1982,,0.142,1.59,0.02113,12.24,,0,0.416,0.00993,3.15,M-R relationship,4700.0,-0.11,,,-0.719,4.62,4.37,0.73,2.2407,0.7,0,0,1,0,0,0,0,0,0,0,1,1,0,14.956245,-7.08507
2899,WASP-160 B b,b,WASP-160 B,87.679561,-27.6233218,232.67282,-24.70211,3.7684952,0.0452,0.0,1119.0,,210.58,0.284,1.663,2457383.65494,-34.8296,3.43954,288.326,13.988,13.04,11.591,11.172,11.055,,,,,11.021,11.067,11.038,8.403,,12.8842,12.3352,0,[Fe/H],K0 V,,,0,2.84424,39.9,1.09,12.218,0.129,11.25,,0,0.2,0.278,88.35674,Mass,5298.0,0.27,-6.14,,-0.318,4.5,9.75,0.87,1.89,0.87,0,0,1,1,0,0,0,0,0,0,2,1,0,44.0540243,26.9751
2900,WASP-8 b,b,WASP-8,359.9008737,-35.0313349,354.25134,-76.39546,8.15872,0.0801,0.31,875.448474116,,138.82,2.47,1.3,2458358.92039,7.6142,11.0873,89.9606,10.519,9.789,8.501,8.218,8.086,,,,,7.908,7.921,7.965,7.898,,9.61249,9.1468,0,[Fe/H],G8 V,,,0,4.4269549,222.2,1.13,12.666,0.113,18.28,,0,0.604,2.54,807.2882,Mass,5600.0,0.17,-1.5,1.9,-0.058,4.5,4.0,1.34,1.74,1.03,0,0,1,1,0,0,0,0,0,0,2,2,0,110.0108179,109.747
2901,GJ 3929 b,b,GJ 3929,239.5775678,35.4081141,56.66419,49.59735,2.616235,0.0252,0.0,568.0,,17.3,7.3,0.11206,2458956.3962,318.219,63.224,15.8095,14.333,12.675,8.694,8.1,7.869,16.2917,12.2405,10.9214,10.8516,,,,,15.161,11.5109,10.2705,0,[Fe/H],M3.5 V,,122.0,0,1.19,1.77,0.097,1.09,0.0156,16.8,,0,0.11,0.00551,1.75,Mass,3384.0,-0.02,10.27,2.0,-1.963,4.89,7.1,0.31,13.3,0.32,0,0,1,1,0,0,0,0,0,0,1,2,0,348.9865767,-143.277
2902,K2-405 b,b,K2-405,164.3759959,12.535614,235.97962,59.6076,3.435471,,,969.0,,146.58,1.09,0.258,2457908.9959,-4.60088,5.04191,197.234,13.838,12.816,11.096,10.653,10.547,15.9248,12.6077,12.4559,13.5878,10.483,10.552,10.516,8.942,15.2471,12.5911,11.9783,0,[Fe/H],K0,12.568,,0,2.11,,0.408,4.569,0.0548,6.33,,0,0.871,0.0596,18.9,M-R relationship,4927.0,0.132,,,-0.488,4.69,,1.03,2.16758,0.77,0,0,1,0,0,0,0,0,0,0,1,1,0,43.0283854,-42.7817
2903,K2-87 b,b,K2-87,66.2363638,18.8273617,177.29046,-20.81553,9.726618,0.094,,979.0,,85.0,0.562,0.197,2457072.30232,-13.6421,2.00706,491.242,15.313,14.136,11.811,11.359,11.197,16.9399,13.8658,13.4564,13.6222,11.121,11.155,11.334,8.389,15.5875,13.7078,12.9285,0,[Fe/H],,13.691,,0,4.56,,0.678,7.6,0.05,14.4,,0,0.57,0.141,44.9,M-R relationship,5747.0,0.328,,,-0.098,4.21,,1.16,0.59,1.4,0,0,1,0,0,0,0,0,0,0,1,1,0,29.3310226,25.9654
2904,KOI-13 b,b,KOI-13,286.9713876,46.8682463,77.5059,16.80645,1.763588,0.03641,0.00064,2550.0,0.0172,25339.9,3.6,0.45906,2454953.56596,-15.7796,1.9053,519.096,10.654,9.791,9.466,9.455,9.425,,10.045,10.548,10.02,9.386,9.409,9.384,9.162,9.697,10.3678,10.2306,0,[Fe/H],,9.958,,0,3.16877,,1.512,16.948,0.08737,4.5007,,0,0.2536,9.28,2949.4624,Mass,7650.0,0.2,,65.0,0.971,4.2,1.12,1.72,0.49629,1.74,1,0,1,1,0,1,0,0,0,0,3,1,0,16.381947,-4.40141
2905,EPIC 249893012 d,d,EPIC 249893012,228.2482353,-16.7246474,345.11043,34.30816,35.747,0.22,0.15,752.0,,53.0,0.91,,2458008.652,-34.2865,3.08429,321.296,12.333,11.429,10.216,9.8,9.714,,,,,9.691,9.728,9.716,8.611,,11.4019,10.8872,0,[Fe/H],G8 IV/V,11.364,41.0,0,9.56,1.97,0.352,3.94,0.0211,27.42,,0,0.25,0.03203,10.18,Mass,5430.0,0.2,22.36,2.1,0.356,3.99,9.0,1.05,0.298,1.71,0,0,1,1,0,0,0,0,0,0,1,3,0,36.8679057,13.5528
2906,GJ 15 A c,c,GJ 15 A,4.6126677,44.0247296,116.69017,-18.44687,7600.0,5.4,0.27,,,,0.667,,,411.903,280.69,3.56228,9.616,8.09,5.252,4.476,4.018,,,,,3.872,3.437,3.696,3.602,,7.2162,6.229,0,[Fe/H],M1,,,0,,2.5,0.595,6.67,,,,0,,0.11327,36.0,Msini,3607.0,-0.34,11.3,1.09,-1.655,4.87,,0.38,8.37411,0.38,0,0,0,1,0,0,0,0,0,0,2,2,0,2920.710871,2891.52
